Frequency,Image,Orientation,1st PC Layer 0,2nd PC Layer 0,1st PC Layer 1,2nd PC Layer 1,1st PC Layer 2,2nd PC Layer 2,1st PC Layer 3,2nd PC Layer 3,1st PC Layer 4,2nd PC Layer 4,1st PC Layer 5,2nd PC Layer 5,1st PC Layer 6,2nd PC Layer 6,1st PC Layer 7,2nd PC Layer 7,1st PC Layer 8,2nd PC Layer 8,1st PC Layer 9,2nd PC Layer 9,1st PC Layer 10,2nd PC Layer 10,1st PC Layer 11,2nd PC Layer 11,1st PC Layer 12,2nd PC Layer 12,1st PC Layer 13,2nd PC Layer 13,1st PC Layer 14,2nd PC Layer 14,1st PC Layer 15,2nd PC Layer 15,1st PC Layer 16,2nd PC Layer 16,1st PC Layer 17,2nd PC Layer 17,1st PC Layer 18,2nd PC Layer 18,1st PC Layer 19,2nd PC Layer 19,1st PC Layer 20,2nd PC Layer 20,1st PC Layer 21,2nd PC Layer 21,1st PC Layer 22,2nd PC Layer 22,1st PC Layer 23,2nd PC Layer 23,1st PC Layer 24,2nd PC Layer 24,1st PC Layer 25,2nd PC Layer 25
20,f20o11_right,11,1781.1567610014358,-4832.58913012119,1781.1567610014358,-4832.58913012119,1781.1567610014358,-4832.58913012119,1829.018679934437,-5064.088095104168,1829.0187306081978,-5064.088077463497,14.289208832811742,-39.563188105205114,-55.57869432822177,13.324886882743089,-72.53555473048998,12.216814503385157,-92.39637404020836,-12.662567381130795,-129.26926914431527,-28.951441206723963,-120.24751003032725,-38.097610228639034,258.10587861999386,-72.43228443094152,140.3240283448457,-60.271441444088765,150.54868232374125,-37.11613635914947,127.0599864442816,30.66493230335609,88.80234555986128,23.44162760980173,98.61784629498614,17.66368581393566,80.6502192731142,27.937115710802694,99.09703955513662,9.969284564408714,76.80318826535677,-7.218401938758586,29.447536641920852,-5.61939093171696,37.839005531290695,16.75384631966305,24.702710745072135,19.375024237028484,41.86876436268502,82.95776579072275,2.988089826077062,6.343889139208732,-0.08428354346829972,-0.053594701314505104
20,f20o21_right,21,3117.074069411303,-4651.55976951598,3117.074069411303,-4651.55976951598,3117.074069411303,-4651.55976951598,3236.9856597531743,-4873.311118053597,3236.985714557456,-4873.311078590378,25.28895089491614,-38.07274280152865,-51.65681926352769,15.334779820861788,-65.48758594134661,11.500102015689327,-87.53175793177371,-28.361647328214005,-111.66547412398621,-22.28642449168518,-99.0141178936544,-23.042507921010777,198.24719858554496,-37.41360377721701,107.00318675326687,-27.488083164177073,125.28156426436364,-6.331260801458585,94.76495004322949,-30.945504871136876,60.24260636354829,-11.549597066977835,72.18428102836953,51.51149366186073,53.22011369306483,48.829396784631676,77.20633198976971,39.574670069922576,68.04597572480702,28.120148241220924,28.676704910017374,10.194978150310765,40.32187891717458,-0.6743041854352808,32.72275889738151,9.74192454131072,102.64697506348675,52.6036318081426,6.984796234639581,3.6827924192504717,-0.04849031025201195,-0.05293098232284367
20,f20o31_right,31,4153.004507102474,-2812.742745060749,4153.004507102474,-2812.742745060749,4153.004507102474,-2812.742745060749,4332.627383627258,-2946.0597383690583,4332.6274244415545,-2946.059686370879,33.84865175340967,-23.01609129982803,-43.98859279420306,17.943058768746702,-55.194828300309375,11.1018991562905,-73.68092312249756,-48.424373097319226,-91.88533454336573,-22.590531930978894,-71.99113281801353,-17.431439349757472,127.01664558989606,-27.245701826636783,64.07110498360099,-11.238465036677104,84.39497282528622,9.634679672627813,49.795201591392726,-64.74951184750613,29.14586062222314,-28.238065530273442,37.73540663346829,68.49312772344877,22.523765327672855,61.126553188777464,47.14710803421843,58.86460834358247,49.34722798179369,52.518572470258064,21.614363656612372,21.437280140272115,35.9678456597787,-13.768620016296525,36.27389063763965,-2.109053408385082,140.87384121594852,4.9043085046086325,9.793737190535282,0.335149502167906,-0.15541077430033842,-0.20314079379169445
20,f20o41_right,41,4531.351498838256,22.825244150749807,4531.351498838256,22.825244150749807,4531.351498838256,22.825244150749807,4732.608426211407,25.369018164158998,4732.608434518746,25.369069956557375,36.97350339467774,0.19819585897575595,-35.28917685372607,21.916856700030824,-43.90288089871285,11.291586027602634,-54.692449196564766,-71.12903283854288,-72.93691261356369,-29.063059667928126,-46.098535162375846,-21.401475662064485,62.98478687625276,-41.07257794505922,23.50893335677399,-12.431967709315282,49.63463658824249,3.5807171467148047,12.494672137381851,-70.28591069385362,4.175768280856466,-26.559686033834637,9.820736761819608,71.64915807159392,0.3815369835075998,64.31268769446959,24.427156844067728,66.30510258365572,28.185264057728958,61.002049638253304,13.221041944078035,27.6566304567614,32.52051783256578,-26.03450330575206,37.08654273907035,-13.209397216307085,143.5597530430134,-23.140355145418606,9.979973515972036,-1.2980907732222697,-0.14949932959993364,-0.1547438560259867
20,f20o51_right,51,4123.120479634547,2853.4166555146276,4123.120479634547,2853.4166555146276,4123.120479634547,2853.4166555146276,4298.42434600767,2991.8846447576243,4298.424320240001,2991.884689337244,33.58144000191337,23.37409913539413,-26.913205761502716,26.975078872739772,-32.96776111454101,11.802878235017173,-34.45024075443545,-93.68086455889059,-57.30268562990851,-40.16768646707054,-23.744875003992973,-33.355288430970965,12.549781718440123,-72.36934088820672,-10.6987453671864,-27.344372909340734,21.909898659253766,-16.65181520363984,-18.442634404143078,-54.255362096957995,-16.082425340975185,-14.51663339088936,-12.61618265870503,68.49619195490384,-17.292437312029403,60.04410259210105,3.1193080047540174,64.80332632294798,5.704530837269324,58.2066064496812,4.716578294792489,28.109382977521562,24.22345258460651,-32.57464074652737,32.01360014607203,-20.919078758335473,119.85222588849467,-52.9317724531237,8.36026897073911,-2.8828723608944546,-0.14930150791985464,-0.14118879308449206
20,f20o61_right,61,3068.8542403270862,4681.071783575855,3068.8542403270862,4681.071783575855,3068.8542403270862,4681.071783575855,3181.041226330187,4907.510406418589,3181.0411725903623,4907.510444390246,24.851884160924417,38.339925346759486,-19.632343122952445,32.0361037901884,-23.097944793314454,12.604239588217688,-15.554763463661407,-111.82394963210604,-46.78634184783355,-54.63787624943992,-8.038649254496526,-50.19810756441761,-18.41088549213986,-113.83069224788062,-34.164898379398174,-51.046936399833534,2.249640614522468,-44.26162264340241,-43.98832858361813,-24.256730056206468,-29.87913974321165,2.0314079329670554,-26.975812013159114,60.971268104638504,-28.868180833357627,51.17181164314605,-11.706963618431736,57.84620414665125,-8.89952603170781,48.63766508321314,-1.1267300775839768,23.884730192937262,17.06427454956165,-30.272305440920935,24.542158500134118,-24.50747915150955,98.87718727849044,-66.31056622459096,7.121948536101085,-3.870729771113529,-0.14166487837692307,-0.1205466786517969
20,f20o71_right,71,1729.3488997232362,4851.656046806764,1729.3488997232362,4851.656046806764,1729.3488997232362,4851.656046806764,1768.032698008073,5086.160711849159,1768.0326343696931,5086.160734868344,13.812754956078875,39.73563074113567,-14.0434022430608,33.92353289432443,-15.012833222465796,12.463458047485966,0.055974125199308944,-120.55638094800535,-42.861034058972734,-70.25863648594272,-1.3203512309961771,-69.04812216108782,-27.533976809934142,-159.65301244670283,-44.75820296347024,-80.41198206224504,-7.372508957857635,-74.01444287326521,-62.285485992912754,13.835976703425876,-36.598966781692845,21.083581546354665,-33.186776658501174,49.9927053798762,-34.6658412343993,41.349797260283964,-20.51186798455631,49.360172088347966,-18.10800250343262,36.71482680324882,-3.979662037872582,17.12949107753864,12.006812053822705,-22.67426398007548,17.312709624989253,-21.521833732062845,76.7778793534287,-58.574563001510256,5.829008920582763,-3.227779539722943,-0.12490361535751726,-0.08769887798307219
20,f20o81_right,81,567.2675767903094,3352.834449989351,567.2675767903094,3352.834449989351,567.2675767903094,3352.834449989351,555.2668715865718,3515.330079870882,555.2668202273512,3515.3300839670123,4.3380220330720425,27.463516280978777,-10.317348815263024,27.541220793344365,-9.499487040501522,10.281187153583371,9.537974217710996,-105.16837909909107,-44.58330596885708,-82.01157286095402,-3.3451462342365823,-87.28328805831427,-16.724136237861693,-207.44282016146556,-42.88586956562797,-113.80440046831266,-3.0870925045702715,-105.34663416164896,-70.93221581180336,57.02736985381717,-36.11952819774489,43.31012993207479,-32.12170077904164,36.47718290042876,-34.06817808964062,28.997280135580485,-21.205168409092792,37.690541897897,-18.217378421564742,19.043633407513127,-3.6106395903697894,7.140551646377416,9.74875545637193,-9.989790145293522,9.899161477730065,-11.45294073983729,21.459478611415914,-22.96509751052397,2.018338092039276,-1.491110285591699,-0.1038363430621412,-0.03876198790519926
30,f30o01_right,1,-626.4807491645986,-1907.3508223047359,-626.4807491645986,-1907.3508223047359,-626.4807491645986,-1907.3508223047359,-696.0808034222415,-1967.5402534192788,-696.0807862097465,-1967.5402654292777,-5.438131142298722,-15.371408323668517,-51.04027796469179,5.533971684163297,-77.3276265321156,10.518528215954273,-96.87282812071808,9.189875362410453,-138.1941333932577,-25.701339384652886,-134.7344714466068,-50.14634356853461,303.82474699001756,-102.1215769503876,168.4456858259726,-88.59430536646452,160.57801212506558,-65.62139011047685,145.59870032763212,106.84090970244449,103.36358951020202,62.76405247202402,109.45207550643791,-27.272114396094537,96.30684078486726,-4.760870309359655,87.92754341002363,-36.08465024599908,52.25767044459247,-45.546684873633914,21.220337916962837,-21.525674198311272,17.459996806676433,30.514519020647455,5.332233269484808,25.59277758922322,-13.47633110227441,66.47184966698345,-1.184193365130723,3.9623367636726696,0.0232492072882562,-0.01856276125741726
30,f30o11_right,11,-321.26734407020905,-2872.535408739012,-321.26734407020905,-2872.535408739012,-321.26734407020905,-2872.535408739012,-390.3056168670532,-2961.455145820928,-390.30558561764695,-2961.455154468408,-3.0492623876770124,-23.13636839427908,-52.73763717148345,5.843906010735031,-72.41269142613204,9.737369426956004,-97.48340868447396,1.6455032531347922,-121.62434434719452,-9.984204453441833,-120.9696682663698,-20.293361607363142,258.3804536050263,-32.10128690258952,149.29390271942148,-31.03493141926282,150.54955522623342,-15.494741958762479,135.06417563082246,15.269474519320774,86.68145157842098,9.53860608740818,95.8301604280028,3.0001467454457442,85.23527323067383,15.436345213454274,87.28121719270504,-9.508086269701826,59.94877931404926,-15.07938425240653,22.39892575738231,-8.243726349518644,24.68623919072372,14.911159862731271,14.658623559116036,17.38610301786557,30.281055267629547,62.37883498070756,2.077250214812745,4.325223657673161,0.3288106428751927,-0.003067912223498812
